Id,Area,Type,Bedrooms,Floors,Parking,YearBuilt,Range,Location,Condition,Garage, Price 
I0819,1754,3 BHK,3,2,No,1999,1981-2000,Downtown,Excellent,No," $89,369.00 "
I0820,1422,2 BHK,2,1,No,1993,1981-2000,Urban,Good,Yes," $9,22,811.00 "
I0821,919,2 BHK,2,1,No,1986,1981-2000,Urban,Good,No," $9,05,824.00 "
I0822,2704,4 BHK,4,3,Yes,1918,1900-1920,Rural,Fair,Yes," $8,49,093.00 "
I0823,3097,4 BHK,4,2,No,1911,1900-1920,Rural,Fair,No," $7,20,951.00 "
I0824,1620,3 BHK,3,3,Yes,1914,1900-1920,Suburban,Poor,Yes," $3,83,862.00 "
I0825,3568,4 BHK,4,3,Yes,1930,1921-1940,Suburban,Fair,Yes," $7,60,595.00 "
I0826,1450,2 BHK,2,3,Yes,1942,1941-1960,Downtown,Fair,Yes," $3,20,114.00 "
I0827,2836,4 BHK,4,1,No,2000,1981-2000,Downtown,Fair,No," $97,922.00 "
I0828,2743,4 BHK,4,1,No,1936,1921-1940,Downtown,Excellent,No," $5,43,614.00 "
I0829,3145,4 BHK,4,3,Yes,1978,1961-1980,Rural,Fair,Yes," $8,67,187.00 "
I0830,2357,3 BHK,3,3,Yes,1928,1921-1940,Rural,Fair,Yes," $6,95,214.00 "
I0831,2365,3 BHK,3,3,Yes,2013,2001-2020,Urban,Good,No," $69,416.00 "
I0832,3412,4 BHK,4,1,No,2006,2001-2020,Downtown,Excellent,No," $63,672.00 "
I0833,3353,4 BHK,4,3,Yes,1925,1921-1940,Rural,Poor,No," $5,26,684.00 "
I0834,3728,4 BHK,4,3,Yes,2007,2001-2020,Urban,Poor,No," $1,78,145.00 "
I0835,4219,4 BHK,4,2,No,1901,1900-1920,Downtown,Fair,No," $7,52,356.00 "
I0836,3728,4 BHK,4,2,No,1983,1981-2000,Suburban,Poor,Yes," $9,10,527.00 "
I0837,2871,4 BHK,4,1,No,1914,1900-1920,Suburban,Poor,No," $50,064.00 "
I0838,3391,4 BHK,4,2,No,2015,2001-2020,Rural,Poor,Yes," $1,18,835.00 "
I0839,4256,4 BHK,4,2,No,1903,1900-1920,Urban,Fair,No," $2,51,457.00 "
I0840,4725,4 BHK,4,2,No,1985,1981-2000,Suburban,Poor,Yes," $9,73,143.00 "
I0841,594,1 BHK,1,1,No,1949,1941-1960,Urban,Fair,Yes," $2,97,795.00 "
I0842,3174,4 BHK,4,2,No,1937,1921-1940,Urban,Good,No," $4,54,271.00 "
I0843,2455,3 BHK,3,1,No,1922,1921-1940,Suburban,Good,Yes," $3,99,738.00 "
I0844,1293,2 BHK,2,3,Yes,1958,1941-1960,Urban,Poor,Yes," $9,96,931.00 "
I0845,2334,3 BHK,3,2,No,1989,1981-2000,Suburban,Good,Yes," $6,91,204.00 "
I0846,2616,4 BHK,4,1,No,2014,2001-2020,Rural,Fair,Yes," $9,56,740.00 "
I0847,4606,4 BHK,4,2,No,1974,1961-1980,Downtown,Good,No," $9,18,948.00 "
I0848,3825,4 BHK,4,3,Yes,1927,1921-1940,Downtown,Poor,Yes," $9,01,098.00 "
I0849,3419,4 BHK,4,1,No,2019,2001-2020,Rural,Fair,No," $2,45,346.00 "
I0850,3097,4 BHK,4,1,No,1965,1961-1980,Suburban,Excellent,Yes," $9,54,726.00 "
I0851,3705,4 BHK,4,1,No,2022,2021-2040,Suburban,Fair,No," $3,23,010.00 "
I0852,1314,2 BHK,2,3,Yes,1907,1900-1920,Suburban,Good,No," $53,889.00 "
I0853,845,2 BHK,2,3,Yes,1928,1921-1940,Suburban,Excellent,No," $1,68,194.00 "
I0854,2849,4 BHK,4,3,Yes,1910,1900-1920,Rural,Fair,Yes," $1,74,714.00 "
I0855,862,2 BHK,2,1,No,2000,1981-2000,Downtown,Excellent,No," $6,05,623.00 "
I0856,2943,4 BHK,4,3,Yes,1917,1900-1920,Urban,Excellent,No," $1,00,547.00 "
I0857,2765,4 BHK,4,2,No,1954,1941-1960,Urban,Excellent,Yes," $2,07,234.00 "
I0858,2688,4 BHK,4,3,Yes,1949,1941-1960,Downtown,Fair,No," $7,94,809.00 "
I0859,3505,4 BHK,4,1,No,1913,1900-1920,Rural,Good,Yes," $7,30,047.00 "
I0860,3781,4 BHK,4,2,No,2017,2001-2020,Urban,Fair,Yes," $9,35,188.00 "
I0861,1484,2 BHK,2,3,Yes,1973,1961-1980,Downtown,Good,No," $3,23,139.00 "
I0862,2139,3 BHK,3,2,No,1998,1981-2000,Rural,Fair,Yes," $4,99,704.00 "
I0863,1327,2 BHK,2,2,No,1908,1900-1920,Urban,Fair,Yes," $52,631.00 "
I0864,3230,4 BHK,4,1,No,1998,1981-2000,Suburban,Fair,Yes," $1,87,039.00 "
I0865,4031,4 BHK,4,2,No,1910,1900-1920,Suburban,Good,No," $9,24,726.00 "
I0866,4951,4 BHK,4,2,No,1962,1961-1980,Rural,Fair,Yes," $3,99,422.00 "
I0867,3435,4 BHK,4,1,No,2007,2001-2020,Suburban,Excellent,Yes," $6,38,759.00 "
I0868,4376,4 BHK,4,1,No,1975,1961-1980,Rural,Fair,Yes," $3,49,260.00 "
I0869,626,1 BHK,1,1,No,1966,1961-1980,Downtown,Excellent,No," $9,28,548.00 "
I0870,3677,4 BHK,4,2,No,1952,1941-1960,Downtown,Poor,Yes," $4,77,443.00 "
I0871,3556,4 BHK,4,2,No,1938,1921-1940,Urban,Poor,No," $7,07,302.00 "
I0872,1103,2 BHK,2,2,No,1977,1961-1980,Rural,Good,Yes," $6,21,952.00 "
I0873,3949,4 BHK,4,1,No,1955,1941-1960,Urban,Good,No," $7,33,429.00 "
I0874,4646,4 BHK,4,3,Yes,1927,1921-1940,Urban,Poor,No," $1,37,342.00 "
I0875,4033,4 BHK,4,2,No,1974,1961-1980,Downtown,Fair,No," $64,407.00 "
I0876,3867,4 BHK,4,3,Yes,1938,1921-1940,Urban,Fair,Yes," $1,63,926.00 "
I0877,3868,4 BHK,4,1,No,1924,1921-1940,Suburban,Fair,Yes," $3,71,345.00 "
I0878,4297,4 BHK,4,2,No,1920,1900-1920,Urban,Poor,Yes," $9,16,525.00 "
I0879,2292,3 BHK,3,3,Yes,1909,1900-1920,Rural,Excellent,No," $4,97,564.00 "
I0880,3361,4 BHK,4,2,No,1942,1941-1960,Suburban,Good,Yes," $7,87,341.00 "
I0881,3976,4 BHK,4,2,No,1914,1900-1920,Downtown,Excellent,Yes," $5,92,166.00 "
I0882,3917,4 BHK,4,2,No,1982,1981-2000,Rural,Poor,No," $1,33,100.00 "
I0883,2145,3 BHK,3,3,Yes,1947,1941-1960,Suburban,Excellent,Yes," $9,15,061.00 "
I0884,1705,3 BHK,3,1,No,1985,1981-2000,Rural,Fair,Yes," $4,98,636.00 "
I0885,3530,4 BHK,4,2,No,1920,1900-1920,Suburban,Fair,No," $5,44,308.00 "
I0886,3372,4 BHK,4,1,No,1959,1941-1960,Rural,Excellent,No," $2,73,059.00 "
I0887,3572,4 BHK,4,1,No,2015,2001-2020,Rural,Poor,Yes," $6,17,456.00 "
I0888,2354,3 BHK,3,3,Yes,2007,2001-2020,Suburban,Excellent,No," $3,00,396.00 "
I0889,4521,4 BHK,4,3,Yes,1995,1981-2000,Downtown,Fair,Yes," $8,24,769.00 "
I0890,3208,4 BHK,4,1,No,1949,1941-1960,Downtown,Fair,Yes," $3,67,006.00 "
I0891,4002,4 BHK,4,2,No,1922,1921-1940,Rural,Poor,Yes," $78,004.00 "
I0892,1832,3 BHK,3,3,Yes,1912,1900-1920,Rural,Excellent,Yes," $8,56,903.00 "
I0893,701,1 BHK,1,2,No,1968,1961-1980,Downtown,Fair,Yes," $5,74,252.00 "
I0894,4007,4 BHK,4,2,No,1903,1900-1920,Downtown,Fair,No," $6,66,108.00 "
I0895,4712,4 BHK,4,2,No,1991,1981-2000,Urban,Excellent,No," $2,41,239.00 "
I0896,1074,2 BHK,2,1,No,1977,1961-1980,Downtown,Excellent,Yes," $6,76,517.00 "
I0897,1036,2 BHK,2,2,No,1971,1961-1980,Rural,Good,No," $5,27,044.00 "
I0898,2125,3 BHK,3,1,No,1908,1900-1920,Suburban,Poor,No," $9,01,740.00 "
I0899,2622,4 BHK,4,1,No,2020,2001-2020,Downtown,Poor,Yes," $3,96,113.00 "
I0900,885,2 BHK,2,2,No,2014,2001-2020,Urban,Excellent,No," $64,568.00 "
I0901,3781,4 BHK,4,2,No,1934,1921-1940,Urban,Poor,No," $5,83,754.00 "
I0902,974,2 BHK,2,2,No,2000,1981-2000,Urban,Fair,Yes," $2,72,129.00 "
I0903,917,2 BHK,2,2,No,1920,1900-1920,Suburban,Excellent,Yes," $6,31,612.00 "
I0904,4100,4 BHK,4,1,No,1957,1941-1960,Downtown,Excellent,Yes," $9,38,640.00 "
I0905,1454,2 BHK,2,2,No,1917,1900-1920,Downtown,Excellent,Yes," $1,96,539.00 "
I0906,1705,3 BHK,3,2,No,1996,1981-2000,Downtown,Good,Yes," $6,50,243.00 "
I0907,4620,4 BHK,4,1,No,1971,1961-1980,Suburban,Poor,Yes," $1,97,748.00 "
I0908,2490,3 BHK,3,3,Yes,2014,2001-2020,Suburban,Good,Yes," $1,44,791.00 "
I0909,4072,4 BHK,4,3,Yes,2012,2001-2020,Rural,Fair,No," $7,36,874.00 "
I0910,4880,4 BHK,4,1,No,1980,1961-1980,Urban,Poor,Yes," $9,45,150.00 "
I0911,4658,4 BHK,4,3,Yes,1942,1941-1960,Urban,Good,No," $5,96,938.00 "
I0912,3213,4 BHK,4,1,No,1994,1981-2000,Downtown,Excellent,No," $4,00,434.00 "
I0913,2703,4 BHK,4,2,No,1997,1981-2000,Suburban,Good,Yes," $1,27,701.00 "
I0914,3620,4 BHK,4,2,No,1905,1900-1920,Suburban,Excellent,No," $8,47,115.00 "
I0915,1466,2 BHK,2,3,Yes,1985,1981-2000,Downtown,Good,No," $2,79,164.00 "
I0916,3932,4 BHK,4,2,No,1977,1961-1980,Downtown,Good,No," $5,03,035.00 "
I0917,1188,2 BHK,2,3,Yes,1966,1961-1980,Rural,Good,Yes," $6,55,266.00 "
I0918,4743,4 BHK,4,3,Yes,1911,1900-1920,Urban,Excellent,No," $5,79,148.00 "
I0919,4201,4 BHK,4,2,No,1999,1981-2000,Urban,Good,No," $7,09,089.00 "
I0920,841,2 BHK,2,2,No,1911,1900-1920,Urban,Poor,Yes," $6,05,639.00 "
I0921,2224,3 BHK,3,3,Yes,2008,2001-2020,Rural,Poor,No," $5,55,920.00 "
I0922,4922,4 BHK,4,2,No,1965,1961-1980,Downtown,Poor,No," $3,74,888.00 "
I0923,2292,3 BHK,3,1,No,1901,1900-1920,Downtown,Excellent,No," $7,29,706.00 "
I0924,2259,3 BHK,3,2,No,1914,1900-1920,Urban,Excellent,No," $9,56,630.00 "
I0925,3712,4 BHK,4,2,No,1922,1921-1940,Urban,Poor,No," $9,10,587.00 "
I0926,1489,2 BHK,2,1,No,1928,1921-1940,Rural,Poor,Yes," $1,71,449.00 "
I0927,2762,4 BHK,4,2,No,1980,1961-1980,Suburban,Poor,No," $6,50,988.00 "
I0928,2982,4 BHK,4,2,No,1995,1981-2000,Suburban,Fair,Yes," $8,09,774.00 "
I0929,1451,2 BHK,2,3,Yes,1906,1900-1920,Urban,Poor,No," $8,43,387.00 "
I0930,1222,2 BHK,2,2,No,1993,1981-2000,Rural,Good,Yes," $3,07,571.00 "
I0931,3889,4 BHK,4,2,No,1927,1921-1940,Urban,Fair,Yes," $5,13,506.00 "
I0932,2579,4 BHK,4,1,No,1913,1900-1920,Suburban,Fair,Yes," $4,87,509.00 "
I0933,3217,4 BHK,4,3,Yes,1943,1941-1960,Urban,Excellent,No," $7,66,696.00 "
I0934,2832,4 BHK,4,3,Yes,1929,1921-1940,Suburban,Good,No," $8,58,094.00 "
I0935,3876,4 BHK,4,3,Yes,1980,1961-1980,Suburban,Excellent,No," $5,80,696.00 "
I0936,2000,3 BHK,3,2,No,1931,1921-1940,Suburban,Excellent,No," $7,45,763.00 "
I0937,785,1 BHK,1,3,Yes,2009,2001-2020,Downtown,Good,No," $3,13,369.00 "
I0938,3995,4 BHK,4,1,No,1969,1961-1980,Downtown,Excellent,Yes," $9,79,700.00 "
I0939,2565,4 BHK,4,3,Yes,2014,2001-2020,Urban,Good,Yes," $5,13,002.00 "
I0940,1268,2 BHK,2,1,No,1987,1981-2000,Suburban,Good,Yes," $1,96,444.00 "
I0941,3557,4 BHK,4,3,Yes,1905,1900-1920,Downtown,Excellent,No," $8,31,608.00 "
I0942,4789,4 BHK,4,3,Yes,1926,1921-1940,Urban,Poor,No," $5,91,567.00 "
I0943,2661,4 BHK,4,1,No,1981,1981-2000,Urban,Excellent,Yes," $1,60,401.00 "
I0944,3793,4 BHK,4,3,Yes,1987,1981-2000,Urban,Fair,No," $2,76,801.00 "
I0945,1446,2 BHK,2,3,Yes,2000,1981-2000,Urban,Excellent,No," $8,21,668.00 "
I0946,3835,4 BHK,4,3,Yes,2019,2001-2020,Urban,Good,Yes," $5,53,575.00 "
I0947,4650,4 BHK,4,2,No,1923,1921-1940,Rural,Fair,Yes," $9,28,836.00 "
I0948,1981,3 BHK,3,1,No,2001,2001-2020,Suburban,Good,No," $2,19,259.00 "
I0949,2401,3 BHK,3,3,Yes,1933,1921-1940,Urban,Poor,No," $2,97,145.00 "
I0950,3951,4 BHK,4,1,No,1939,1921-1940,Rural,Poor,Yes," $3,60,625.00 "
I0951,4564,4 BHK,4,1,No,1946,1941-1960,Suburban,Fair,No," $7,33,835.00 "
I0952,554,1 BHK,1,1,No,1978,1961-1980,Downtown,Poor,Yes," $94,552.00 "
I0953,2323,3 BHK,3,3,Yes,1974,1961-1980,Urban,Poor,Yes," $2,49,041.00 "
I0954,3962,4 BHK,4,3,Yes,1985,1981-2000,Rural,Excellent,Yes," $2,57,606.00 "
I0955,3579,4 BHK,4,1,No,2017,2001-2020,Downtown,Excellent,No," $8,04,965.00 "
I0956,1332,2 BHK,2,2,No,1923,1921-1940,Rural,Poor,Yes," $8,36,157.00 "
I0957,4908,4 BHK,4,1,No,1964,1961-1980,Suburban,Poor,Yes," $4,50,074.00 "
I0958,3306,4 BHK,4,2,No,1917,1900-1920,Suburban,Excellent,No," $7,79,846.00 "
I0959,2990,4 BHK,4,1,No,1943,1941-1960,Downtown,Poor,Yes," $1,24,474.00 "
I0960,827,2 BHK,2,1,No,1975,1961-1980,Rural,Poor,No," $3,37,312.00 "
I0961,3810,4 BHK,4,1,No,1956,1941-1960,Urban,Good,No," $6,06,387.00 "
I0962,3800,4 BHK,4,3,Yes,2006,2001-2020,Urban,Poor,No," $2,52,252.00 "
I0963,4175,4 BHK,4,2,No,1927,1921-1940,Downtown,Fair,Yes," $8,14,742.00 "
I0964,3554,4 BHK,4,2,No,2003,2001-2020,Downtown,Good,Yes," $3,73,599.00 "
I0965,2643,4 BHK,4,1,No,2023,2021-2040,Downtown,Fair,No," $6,28,528.00 "
I0966,1811,3 BHK,3,3,Yes,1970,1961-1980,Rural,Poor,No," $3,86,940.00 "
I0967,3691,4 BHK,4,3,Yes,1922,1921-1940,Urban,Excellent,No," $8,91,024.00 "
I0968,3038,4 BHK,4,2,No,1984,1981-2000,Urban,Good,Yes," $8,35,034.00 "
I0969,4483,4 BHK,4,3,Yes,1933,1921-1940,Urban,Excellent,No," $4,34,325.00 "
I0970,664,1 BHK,1,2,No,1910,1900-1920,Downtown,Good,No," $3,02,051.00 "
I0971,4777,4 BHK,4,2,No,1985,1981-2000,Urban,Excellent,No," $1,51,611.00 "
I0972,1322,2 BHK,2,2,No,2005,2001-2020,Suburban,Good,Yes," $6,32,334.00 "
I0973,1443,2 BHK,2,3,Yes,1934,1921-1940,Downtown,Good,No," $8,24,756.00 "
I0974,4925,4 BHK,4,2,No,2015,2001-2020,Urban,Fair,Yes," $66,488.00 "
I0975,1274,2 BHK,2,2,No,1992,1981-2000,Rural,Excellent,Yes," $2,39,913.00 "
I0976,2698,4 BHK,4,1,No,1941,1941-1960,Downtown,Fair,No," $4,30,665.00 "
I0977,3656,4 BHK,4,2,No,1927,1921-1940,Suburban,Fair,No," $9,67,899.00 "
I0978,4742,4 BHK,4,2,No,2022,2021-2040,Suburban,Excellent,No," $7,58,029.00 "
I0979,4195,4 BHK,4,1,No,1981,1981-2000,Rural,Good,Yes," $7,16,205.00 "
I0980,3952,4 BHK,4,1,No,1977,1961-1980,Rural,Fair,Yes," $7,41,419.00 "
I0981,1414,2 BHK,2,3,Yes,1981,1981-2000,Downtown,Excellent,Yes," $68,394.00 "
I0982,1808,3 BHK,3,2,No,1991,1981-2000,Downtown,Good,No," $9,30,425.00 "
I0983,4677,4 BHK,4,3,Yes,1923,1921-1940,Suburban,Fair,Yes," $2,26,978.00 "
I0984,1013,2 BHK,2,3,Yes,1907,1900-1920,Rural,Fair,No," $1,09,332.00 "
I0985,2420,3 BHK,3,1,No,2005,2001-2020,Downtown,Fair,No," $2,18,377.00 "
I0986,4094,4 BHK,4,3,Yes,2017,2001-2020,Suburban,Good,No," $92,628.00 "
I0987,1909,3 BHK,3,2,No,2008,2001-2020,Rural,Fair,Yes," $8,57,784.00 "
I0988,3690,4 BHK,4,1,No,1952,1941-1960,Suburban,Good,Yes," $5,29,898.00 "
I0989,4991,4 BHK,4,2,No,1971,1961-1980,Urban,Poor,Yes," $9,19,403.00 "
I0990,2055,3 BHK,3,2,No,1903,1900-1920,Rural,Fair,No," $1,01,993.00 "
I0991,1304,2 BHK,2,1,No,1990,1981-2000,Downtown,Poor,Yes," $2,20,458.00 "
I0992,1779,3 BHK,3,2,No,1999,1981-2000,Downtown,Excellent,Yes," $9,39,459.00 "
I0993,4077,4 BHK,4,1,No,1904,1900-1920,Urban,Fair,No," $5,00,281.00 "
I0994,3401,4 BHK,4,2,No,1996,1981-2000,Rural,Excellent,No," $9,56,644.00 "
I0995,1887,3 BHK,3,1,No,1948,1941-1960,Suburban,Excellent,Yes," $5,28,720.00 "
I0996,3261,4 BHK,4,3,Yes,1997,1981-2000,Downtown,Excellent,No," $5,56,357.00 "
I0997,3179,4 BHK,4,2,No,1929,1921-1940,Urban,Poor,Yes," $58,539.00 "
I0998,2606,4 BHK,4,1,No,1971,1961-1980,Urban,Good,No," $1,82,335.00 "
I0999,4723,4 BHK,4,2,No,2002,2001-2020,Rural,Poor,No," $4,56,521.00 "
I1000,3268,4 BHK,4,2,No,1962,1961-1980,Rural,Poor,Yes," $8,90,249.00 "
I1001,4453,4 BHK,4,2,No,1946,1941-1960,Downtown,Excellent,No," $9,91,902.00 "
I1002,3686,4 BHK,4,1,No,1925,1921-1940,Urban,Fair,No," $2,90,310.00 "
I1003,3780,4 BHK,4,3,Yes,1956,1941-1960,Suburban,Good,No," $2,56,873.00 "
I1004,3073,4 BHK,4,3,Yes,1936,1921-1940,Urban,Excellent,Yes," $3,61,251.00 "
I1005,3099,4 BHK,4,3,Yes,1997,1981-2000,Suburban,Good,No," $9,99,656.00 "
I1006,4533,4 BHK,4,1,No,1906,1900-1920,Suburban,Poor,No," $5,36,476.00 "
I1007,736,1 BHK,1,3,Yes,1939,1921-1940,Downtown,Good,Yes," $9,98,128.00 "
I1008,1804,3 BHK,3,1,No,1991,1981-2000,Urban,Good,Yes," $9,65,672.00 "
I1009,3930,4 BHK,4,2,No,1938,1921-1940,Suburban,Fair,No," $4,11,799.00 "
I1010,1801,3 BHK,3,2,No,1961,1961-1980,Rural,Excellent,No," $6,30,420.00 "
I1011,3041,4 BHK,4,3,Yes,2002,2001-2020,Suburban,Good,No," $9,62,133.00 "
I1012,2551,4 BHK,4,1,No,1991,1981-2000,Rural,Good,Yes," $1,55,494.00 "
I1013,941,2 BHK,2,2,No,1977,1961-1980,Rural,Poor,No," $8,89,411.00 "
I1014,2576,4 BHK,4,1,No,1952,1941-1960,Urban,Poor,Yes," $8,94,445.00 "
I1015,3680,4 BHK,4,1,No,2013,2001-2020,Rural,Good,Yes," $2,75,997.00 "
I1016,3157,4 BHK,4,2,No,2001,2001-2020,Suburban,Excellent,No," $6,38,085.00 "
I1017,4298,4 BHK,4,1,No,1903,1900-1920,Rural,Good,No," $1,01,798.00 "
I1018,1304,2 BHK,2,2,No,2005,2001-2020,Urban,Good,Yes," $7,22,010.00 "
I1019,574,1 BHK,1,2,No,1981,1981-2000,Downtown,Fair,No," $4,69,230.00 "
I1020,2675,4 BHK,4,2,No,2007,2001-2020,Suburban,Excellent,No," $6,50,709.00 "
I1021,4424,4 BHK,4,1,No,2011,2001-2020,Suburban,Fair,Yes," $3,19,578.00 "
I1022,2589,4 BHK,4,2,No,1924,1921-1940,Urban,Excellent,No," $8,66,460.00 "
I1023,540,1 BHK,1,1,No,1906,1900-1920,Urban,Excellent,Yes," $6,40,846.00 "
I1024,2581,4 BHK,4,2,No,2001,2001-2020,Urban,Excellent,No," $8,60,763.00 "
I1025,2122,3 BHK,3,2,No,1927,1921-1940,Urban,Fair,Yes," $1,17,573.00 "
I1026,841,2 BHK,2,3,Yes,1968,1961-1980,Suburban,Fair,Yes," $7,03,761.00 "
I1027,4552,4 BHK,4,3,Yes,1966,1961-1980,Downtown,Fair,No," $5,17,508.00 "
I1028,2574,4 BHK,4,3,Yes,2007,2001-2020,Rural,Poor,Yes," $2,27,398.00 "
I1029,1145,2 BHK,2,1,No,1994,1981-2000,Rural,Fair,Yes," $3,95,123.00 "
I1030,4763,4 BHK,4,1,No,2010,2001-2020,Downtown,Poor,No," $8,40,555.00 "
I1031,1109,2 BHK,2,2,No,2005,2001-2020,Downtown,Poor,No," $3,28,747.00 "
I1032,954,2 BHK,2,2,No,2021,2021-2040,Downtown,Poor,No," $3,78,085.00 "
I1033,3453,4 BHK,4,2,No,1919,1900-1920,Urban,Good,Yes," $92,597.00 "
I1034,2208,3 BHK,3,2,No,1982,1981-2000,Suburban,Good,Yes," $7,68,598.00 "
I1035,3972,4 BHK,4,1,No,2011,2001-2020,Suburban,Good,Yes," $9,20,670.00 "
I1036,3469,4 BHK,4,2,No,2023,2021-2040,Suburban,Poor,No," $4,85,935.00 "
I1037,3528,4 BHK,4,2,No,1910,1900-1920,Urban,Poor,Yes," $7,97,146.00 "
I1038,3181,4 BHK,4,3,Yes,2003,2001-2020,Suburban,Excellent,Yes," $3,53,895.00 "
I1039,4129,4 BHK,4,2,No,1966,1961-1980,Urban,Poor,No," $9,62,894.00 "
I1040,4725,4 BHK,4,2,No,1986,1981-2000,Suburban,Good,Yes," $1,36,978.00 "
I1041,3567,4 BHK,4,2,No,1906,1900-1920,Downtown,Poor,No," $3,29,837.00 "
I1042,1886,3 BHK,3,1,No,1922,1921-1940,Rural,Poor,No," $5,32,757.00 "
I1043,4276,4 BHK,4,3,Yes,1960,1941-1960,Rural,Excellent,No," $2,18,769.00 "
I1044,3366,4 BHK,4,2,No,1970,1961-1980,Urban,Poor,Yes," $4,06,668.00 "
I1045,3863,4 BHK,4,2,No,2009,2001-2020,Suburban,Fair,Yes," $4,10,013.00 "
I1046,4624,4 BHK,4,3,Yes,1933,1921-1940,Rural,Excellent,Yes," $7,35,352.00 "
I1047,648,1 BHK,1,2,No,2005,2001-2020,Downtown,Poor,No," $3,75,969.00 "
I1048,4350,4 BHK,4,1,No,1918,1900-1920,Downtown,Poor,No," $7,14,882.00 "
I1049,2558,4 BHK,4,2,No,1957,1941-1960,Downtown,Excellent,No," $4,42,619.00 "
I1050,1636,3 BHK,3,1,No,1908,1900-1920,Urban,Poor,Yes," $8,81,838.00 "
I1051,686,1 BHK,1,1,No,1947,1941-1960,Urban,Good,Yes," $2,88,078.00 "
I1052,3354,4 BHK,4,2,No,2014,2001-2020,Suburban,Fair,Yes," $2,90,140.00 "
I1053,1750,3 BHK,3,3,Yes,1981,1981-2000,Downtown,Fair,Yes," $7,17,481.00 "
I1054,1833,3 BHK,3,1,No,1940,1921-1940,Suburban,Good,Yes," $6,97,659.00 "
I1055,4693,4 BHK,4,3,Yes,1947,1941-1960,Suburban,Poor,No," $4,57,435.00 "
I1056,4650,4 BHK,4,2,No,1944,1941-1960,Downtown,Poor,Yes," $8,38,049.00 "
I1057,3211,4 BHK,4,1,No,2005,2001-2020,Suburban,Fair,No," $93,016.00 "
I1058,2285,3 BHK,3,2,No,1924,1921-1940,Rural,Poor,No," $4,93,888.00 "
I1059,1250,2 BHK,2,3,Yes,2015,2001-2020,Urban,Fair,Yes," $3,36,420.00 "
I1060,2262,3 BHK,3,2,No,1977,1961-1980,Suburban,Fair,No," $8,05,247.00 "
I1061,4420,4 BHK,4,2,No,2007,2001-2020,Downtown,Good,Yes," $3,84,384.00 "
I1062,4960,4 BHK,4,1,No,1924,1921-1940,Urban,Fair,Yes," $9,42,724.00 "
I1063,981,2 BHK,2,2,No,1918,1900-1920,Urban,Poor,No," $2,36,807.00 "
I1064,653,1 BHK,1,2,No,1938,1921-1940,Suburban,Poor,Yes," $5,92,247.00 "
I1065,2024,3 BHK,3,2,No,2018,2001-2020,Rural,Excellent,Yes," $6,02,810.00 "
I1066,2620,4 BHK,4,1,No,1978,1961-1980,Suburban,Poor,No," $4,99,303.00 "
I1067,2843,4 BHK,4,3,Yes,1979,1961-1980,Rural,Excellent,No," $4,53,169.00 "
I1068,1740,3 BHK,3,3,Yes,1926,1921-1940,Urban,Fair,No," $76,567.00 "
I1069,560,1 BHK,1,2,No,2003,2001-2020,Suburban,Poor,No," $5,03,739.00 "
I1070,1438,2 BHK,2,1,No,1973,1961-1980,Downtown,Good,No," $1,12,708.00 "
I1071,2139,3 BHK,3,2,No,1962,1961-1980,Suburban,Good,No," $1,76,206.00 "
I1072,4620,4 BHK,4,3,Yes,1967,1961-1980,Rural,Good,Yes," $5,96,848.00 "
I1073,4726,4 BHK,4,1,No,2014,2001-2020,Rural,Fair,Yes," $6,32,678.00 "
I1074,4069,4 BHK,4,3,Yes,1918,1900-1920,Suburban,Fair,Yes," $7,00,060.00 "
I1075,1752,3 BHK,3,3,Yes,1927,1921-1940,Rural,Excellent,No," $5,11,365.00 "
I1076,4703,4 BHK,4,1,No,1984,1981-2000,Urban,Good,Yes," $3,57,248.00 "
I1077,671,1 BHK,1,1,No,2022,2021-2040,Suburban,Excellent,No," $6,32,093.00 "
I1078,1958,3 BHK,3,2,No,2010,2001-2020,Rural,Excellent,Yes," $2,86,109.00 "
I1079,4049,4 BHK,4,2,No,1977,1961-1980,Suburban,Poor,No," $5,45,951.00 "
I1080,4697,4 BHK,4,3,Yes,1932,1921-1940,Suburban,Poor,Yes," $3,36,640.00 "
I1081,2822,4 BHK,4,1,No,2011,2001-2020,Downtown,Good,No," $7,88,661.00 "
I1082,2136,3 BHK,3,1,No,1909,1900-1920,Suburban,Fair,No," $1,41,257.00 "
I1083,3615,4 BHK,4,2,No,1982,1981-2000,Downtown,Poor,No," $53,515.00 "
I1084,4590,4 BHK,4,3,Yes,1929,1921-1940,Rural,Fair,No," $5,78,742.00 "
I1085,3504,4 BHK,4,3,Yes,1921,1921-1940,Downtown,Excellent,Yes," $2,87,145.00 "
I1086,829,2 BHK,2,2,No,1902,1900-1920,Downtown,Excellent,Yes," $72,873.00 "
I1087,4140,4 BHK,4,1,No,2000,1981-2000,Downtown,Excellent,No," $9,10,352.00 "
I1088,4394,4 BHK,4,2,No,2004,2001-2020,Urban,Excellent,No," $3,25,871.00 "
I1089,4607,4 BHK,4,2,No,1981,1981-2000,Downtown,Good,No," $7,02,664.00 "
I1090,1841,3 BHK,3,2,No,1974,1961-1980,Suburban,Excellent,Yes," $6,43,358.00 "
I1091,4163,4 BHK,4,2,No,1947,1941-1960,Downtown,Poor,No," $9,35,491.00 "
I1092,715,1 BHK,1,1,No,1901,1900-1920,Suburban,Excellent,No," $6,98,852.00 "
